time,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,rotationRate_x,rotationRate_y,rotationRate_z,userAcceleration_x,userAcceleration_y,userAcceleration_z
145, 84, -81, 36, 56, 60, 18, 0, 0, 0, 0, 0, 0
147, 94, -135, 157, 75, 63, -56, 0, 0, 0, 0, 0, 0
149, 2, -110, 254, -57, 58, -121, -44, 42, 339, 2765, 2127, 2145
151, -161, -119, 372, -137, -2, -148, -43, 43, 337, 2836, 2035, 2142
153, -333, -24, 385, 76, 71, -201, -40, 45, 336, 2935, 1863, 2165
154, -339, -75, 365, 58, 50, -433, -39, 46, 335, 2973, 1773, 2188
155, -339, -75, 365, 58, 50, -433, -39, 46, 335, 2973, 1773, 2188
156, -452, -154, 334, 43, 87, -301, -37, 47, 335, 3009, 1700, 2197
157, -663, 264, 328, 210, 32, -131, -35, 47, 335, 3032, 1583, 2252
158, -675, 335, 316, 83, 35, -99, -33, 47, 335, 3027, 1530, 2295
159, -549, 202, 283, 93, 15, -66, -32, 47, 335, 3023, 1461, 2345
160, -379, 121, 237, 151, -39, -52, -30, 47, 334, 3023, 1376, 2395
161, -281, 93, 208, 146, 34, -28, -29, 47, 334, 3024, 1342, 2413
162, -256, 111, 200, 90, 74, -7, -28, 47, 334, 3025, 1315, 2427
163, -167, 49, 149, -28, 32, -39, -27, 47, 334, 3025, 1272, 2450
164, -114, 31, 181, 80, 19, -119, -27, 47, 334, 3030, 1245, 2458
165, -96, 53, 230, -29, -46, -65, -26, 47, 334, 3032, 1231, 2462
166, -96, 53, 230, -29, -46, -65, -26, 47, 334, 3032, 1231, 2462
167, -84, -62, 284, -47, -10, -143, -25, 48, 333, 3048, 1170, 2472
168, -177, -106, 322, -86, 64, -174, -24, 48, 332, 3075, 1098, 2472
169, -267, -37, 348, 114, 225, -333, -22, 49, 332, 3099, 1031, 2470
170, -276, -24, 363, 164, 312, -305, -22, 49, 331, 3104, 1013, 2471
171, -273, 2, 418, 129, 222, -360, -21, 49, 331, 3117, 957, 2477
172, -204, 0, 329, -82, 244, -54, -19, 49, 330, 3132, 884, 2486
173, -217, -169, 283, 194, 313, -239, -18, 50, 330, 3162, 824, 2468
174, -394, 311, 350, -89, 237, -67, -16, 50, 329, 3173, 725, 2485
175, -396, 121, 160, -84, -5, 58, -15, 50, 329, 3164, 681, 2509
176, -369, 57, 95, 109, -34, 37, -14, 50, 329, 3162, 663, 2516
177, -135, 15, 76, 366, -49, -157, -13, 50, 329, 3168, 613, 2521
178, -103, 160, 115, 479, 32, -102, -13, 50, 329, 3166, 601, 2527
179, -56, -174, -58, 59, -30, -93, -11, 50, 328, 3169, 536, 2537
180, -100, -158, -49, -103, -133, 88, -12, 51, 329, 3196, 547, 2501
181, 273, -483, 78, -268, -371, 210, -12, 51, 329, 3218, 545, 2474
182, 431, -663, 82, -305, -189, 628, -12, 52, 329, 3241, 557, 2440
