time,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,rotationRate_x,rotationRate_y,rotationRate_z,userAcceleration_x,userAcceleration_y,userAcceleration_z
365, -40, 21, 50, 39, 51, -73, 0, 0, 0, 0, 0, 0
367, -11, -25, 48, -3, 25, -18, -47, 41, 335, 2691, 2267, 2094
369, -116, -182, 90, -36, 13, 113, -47, 41, 335, 2724, 2247, 2074
371, -210, -127, 116, 143, 62, -265, -46, 42, 336, 2788, 2190, 2050
373, -245, 14, 91, 123, 100, -182, -45, 43, 336, 2811, 2114, 2098
374, -162, 107, 64, -46, -30, -84, -43, 43, 336, 2807, 2068, 2148
375, -131, 29, 28, -53, 122, -179, -43, 43, 336, 2802, 2052, 2170
376, -153, 82, 119, -86, 127, -240, -42, 43, 336, 2805, 2033, 2184
377, -307, 247, 190, -165, 174, -119, -41, 43, 335, 2802, 1990, 2226
378, -402, 265, 304, -178, 77, -312, -40, 43, 335, 2797, 1919, 2294
379, -467, 215, 401, 35, 19, -145, -37, 43, 334, 2808, 1822, 2359
380, -487, 207, 458, -91, 31, -130, -35, 43, 333, 2822, 1715, 2422
381, -488, 154, 346, 137, 4, -87, -32, 43, 333, 2843, 1591, 2480
382, -407, 224, 294, 80, 13, -60, -30, 43, 332, 2849, 1496, 2533
383, -240, 6, 290, 77, 182, -231, -29, 44, 332, 2856, 1426, 2565
384, -296, 64, 410, 12, 338, -349, -27, 44, 331, 2874, 1355, 2583
385, -333, -136, 547, -143, 394, -619, -26, 45, 330, 2910, 1262, 2590
386, -233, -790, 464, -75, -11, -12, -24, 47, 330, 2996, 1137, 2550
387, -191, -382, 613, -186, -144, -93, -22, 49, 328, 3114, 1016, 2458
388, -17, -767, 272, 319, 121, 232, -22, 51, 328, 3203, 953, 2367
389, -318, -8, 235, 512, -74, 147, -20, 52, 327, 3275, 872, 2298
390, -289, 232, 293, -89, -512, 447, -18, 52, 327, 3261, 796, 2346
391, 320, -346, 249, 6, -16, -79, -18, 53, 326, 3284, 767, 2322
392, 8, -232, 12, 565, 318, -183, -18, 53, 325, 3323, 762, 2268
393, -183, -43, -59, 19, -198, -246, -18, 53, 326, 3325, 749, 2270
394, -192, 31, 705, 605, -163, -40, -17, 54, 325, 3339, 728, 2257
395, -36, 53, -539, 1053, 108, 2, -18, 53, 326, 3319, 762, 2275
396, 57, -142, -1060, 1155, 97, -185, -22, 53, 328, 3299, 908, 2250
397, 16, -137, -1580, 1297, -5, 19, -26, 52, 332, 3261, 1104, 2218
398, -78, 93, -1934, 1045, -87, -86, -31, 50, 336, 3169, 1362, 2208
399, -220, 512, -2180, 28, -296, 112, -37, 45, 344, 2919, 1740, 2285
400, 67, -225, -2283, 44, -253, -149, -41, 41, 349, 2729, 2005, 2302
401, 26, -322, -2298, 685, 226, -79, -45, 39, 355, 2569, 2257, 2252
402, -107, 138, -2259, 370, 82, -116, -47, 35, 0, 2366, 2474, 2248
403, -118, 238, -2604, 485, -41, -42, -49, 30, 7, 2041, 2713, 2289
404, -125, 758, -2556, -433, -347, 170, -51, 22, 15, 1538, 2965, 2370
405, -36, 733, -2207, -704, -479, -175, -51, 14, 21, 1055, 3116, 2438
406, -63, 691, -1751, -765, -423, -60, -51, 10, 25, 734, 3180, 2473
407, -418, 1365, -1362, -129, 0, -104, -50, -4, 33, -287, 3159, 2590
408, -163, 1392, -1155, -330, -207, -230, -49, -11, 35, -842, 3048, 2602
409, 195, 993, -431, -691, -248, -77, -49, -14, 36, -1039, 3018, 2565
410, 88, 655, -800, -503, -133, -236, -49, -16, 37, -1192, 3001, 2519
411, 116, 440, -647, -444, -131, -135, -50, -19, 38, -1376, 2968, 2463
412, 72, 353, -472, -108, 134, -278, -50, -21, 39, -1496, 2945, 2421
413, -42, 384, -353, 34, 157, -230, -50, -23, 40, -1606, 2912, 2389
414, -113, 525, -145, -245, 97, 7, -50, -24, 40, -1690, 2887, 2361
415, -32, 405, -123, -229, 66, -18, -50, -25, 40, -1769, 2865, 2330
