time,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,rotationRate_x,rotationRate_y,rotationRate_z,userAcceleration_x,userAcceleration_y,userAcceleration_z
416, -20, 360, -109, -54, 159, 18, -50, -26, 40, -1825, 2853, 2302
417, 0, 296, -73, 156, 201, 36, -51, -27, 39, -1868, 2846, 2276
418, -24, 314, -72, 232, 116, -156, -51, -28, 39, -1917, 2838, 2244
419, 29, 145, -105, 130, 13, -189, -51, -28, 39, -1956, 2830, 2221
420, 53, 39, 13, 88, 3, -316, -51, -29, 39, -1972, 2832, 2205
421, 24, -144, 246, -137, -126, -317, -52, -28, 39, -1953, 2847, 2202
422, 177, -1248, 661, -757, -259, -202, -51, -26, 38, -1825, 2897, 2247
423, 69, -1060, 1059, -734, -317, -254, -51, -22, 38, -1529, 2994, 2339
424, -25, -939, 1777, -1000, -544, -372, -52, -12, 33, -865, 3174, 2438
425, 157, -877, 1905, -160, -216, -319, -52, -6, 29, -457, 3245, 2456
426, 72, -676, 2020, -30, -409, -302, -52, 0, 25, -64, 3280, 2451
427, 15, -288, 2097, -162, -474, -115, -53, 3, 20, 269, 3276, 2443
428, 123, -599, 2087, 269, -298, -297, -52, 8, 16, 591, 3247, 2424
429, 55, -213, 2095, -102, -577, -195, -52, 15, 9, 1059, 3130, 2419
430, -133, -259, 2049, 324, 31, -55, -51, 19, 4, 1361, 3019, 2409
431, -233, -264, 1877, 347, 11, -141, -49, 23, 0, 1639, 2865, 2424
432, -259, -286, 1719, 475, 78, -106, -47, 28, 356, 1911, 2685, 2431
433, -237, -526, 1577, 242, -137, -282, -45, 33, 351, 2239, 2429, 2420
434, -367, -646, 1600, 438, 201, -347, -43, 37, 347, 2487, 2230, 2369
435, -593, -155, 1476, 685, 7, 161, -40, 40, 344, 2666, 2007, 2374
436, -415, -216, 1273, 593, 178, -94, -37, 43, 341, 2806, 1785, 2389
437, -542, 183, 1033, 691, 287, 177, -32, 44, 339, 2895, 1553, 2445
438, -508, 608, 676, 304, -47, 354, -28, 45, 337, 2908, 1347, 2549
439, -387, 270, 515, 341, 55, -179, -25, 44, 336, 2888, 1237, 2626
440, -49, -34, 560, -108, 4, -134, -22, 45, 334, 2921, 1104, 2650
441, 59, -120, 516, 315, 113, -76, -21, 46, 332, 2956, 1037, 2637
442, 5, -20, 458, 274, 101, -37, -20, 46, 331, 2986, 979, 2626
443, -12, 27, 334, 200, 34, -17, -19, 47, 330, 3001, 929, 2626
444, 19, -69, 260, 233, 76, 54, -18, 47, 329, 3017, 886, 2623
445, 24, 59, 190, 194, 60, -109, -18, 47, 329, 3031, 858, 2617
446, 15, -4, 155, 97, 130, -248, -17, 48, 328, 3048, 826, 2607
447, -61, 133, 147, 100, 3, -135, -16, 48, 327, 3052, 791, 2614
448, 215, -365, 59, -583, -542, 406, -16, 48, 327, 3059, 777, 2609
449, 157, -218, 55, -309, 33, -123, -17, 48, 327, 3089, 792, 2569
450, 11, -17, 15, 431, 249, 99, -17, 49, 327, 3102, 787, 2555
451, -35, 65, 36, 56, -12, -171, -16, 48, 327, 3088, 776, 2575
452, -75, 107, 55, 72, 28, -47, -16, 48, 326, 3083, 764, 2585
453, -184, 74, 114, -4, -59, -13, -15, 48, 326, 3072, 739, 2605
454, -197, 395, 55, 113, -13, -170, -15, 48, 326, 3054, 707, 2635
455, -156, 170, 39, -201, -21, -15, -14, 47, 326, 3010, 678, 2693
456, -119, 112, 8, 132, 87, -119, -13, 47, 326, 2998, 660, 2710
457, -81, 224, -115, 73, -126, 228, -13, 46, 327, 2961, 660, 2751
458, 99, 88, -191, 417, -366, 616, -13, 46, 327, 2949, 670, 2761
459, 475, -409, -496, 305, -628, 295, -15, 45, 328, 2929, 747, 2763
460, 1096, -408, -804, 307, -268, 93, -19, 46, 329, 2966, 938, 2663
461, 1215, -53, -1136, 848, 174, -20, -25, 46, 330, 2964, 1188, 2564
462, 981, 560, -1178, 668, 130, -578, -29, 44, 332, 2868, 1450, 2539
463, 1302, -172, -1346, 146, 360, -668, -35, 42, 334, 2747, 1758, 2476
464, 442, 289, -1382, 559, 479, -808, -41, 39, 337, 2592, 2111, 2365
465, -103, 337, -1219, 209, 444, -765, -43, 36, 340, 2426, 2277, 2386
466, -738, 435, -1103, -669, -106, -347, -43, 33, 343, 2254, 2350, 2483
467, -879, -351, -1083, -528, -36, -942, -42, 31, 347, 2115, 2368, 2587
468, -1274, -644, -804, -894, -57, -376, -41, 30, 351, 2070, 2328, 2658
469, -1585, -963, -488, -929, -217, -369, -39, 30, 355, 2092, 2221, 2731
470, -1613, -975, -228, -854, -294, -474, -36, 32, 358, 2182, 2059, 2787
471, -1642, -530, 313, -448, -88, 522, -32, 34, 0, 2295, 1823, 2860
472, -1652, 595, 566, 11, -67, 450, -25, 34, 0, 2312, 1466, 3046
473, -981, -62, 610, -332, -236, 339, -21, 34, 0, 2304, 1226, 3155
474, 0, 0, 0, 0, 0, 0, -19, 35, 359, 2363, 1087, 3163
475, -484, -10, 357, 261, 101, 280, 0, 0, 0, 0, 0, 0
