time,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,rotationRate_x,rotationRate_y,rotationRate_z,userAcceleration_x,userAcceleration_y,userAcceleration_z
248, 3, -5, 0, -19, -12, 24, 0, 0, 0, 0, 0, 0
250, 4, -1, -3, -21, -17, 18, 0, 0, 0, 0, 0, 0
252, 4, 0, 0, -20, 0, 9, 18, 52, 341, 3257, -789, 2353
254, -3, -1, 3, -11, -10, 9, 18, 52, 341, 3256, -789, 2354
256, 1, 1, 0, -12, -1, 16, 18, 52, 341, 3256, -790, 2355
257, 0, 0, 2, -28, -7, 26, 18, 52, 341, 3255, -790, 2356
258, 0, 0, -1, -28, 1, 32, 18, 52, 341, 3254, -790, 2357
259, 2, 4, 0, -14, -5, 30, 18, 52, 341, 3254, -790, 2357
260, 0, 0, 5, -29, -6, 24, 18, 52, 341, 3253, -791, 2359
261, -3, 3, -1, -17, 2, 28, 18, 52, 341, 3252, -791, 2360
262, 0, 0, -2, -10, -5, 26, 18, 52, 341, 3252, -791, 2360
263, 3, 0, -7, -13, 4, 22, 18, 52, 341, 3251, -790, 2361
264, -2, 4, -4, -25, -9, 14, 18, 52, 341, 3251, -790, 2362
265, -2, 4, -8, -11, -17, 21, 18, 52, 341, 3250, -789, 2363
266, -1, 5, -20, -7, 5, 25, 18, 52, 341, 3250, -787, 2364
267, -4, 9, -28, 59, -1, 18, 18, 52, 341, 3250, -785, 2364
268, 0, 24, -23, 40, 18, 15, 18, 52, 341, 3250, -784, 2365
269, -25, 53, -64, 77, 3, 90, 18, 52, 341, 3247, -778, 2371
270, 4, 71, -103, 42, 25, 83, 18, 52, 342, 3244, -770, 2378
271, 10, 66, -132, 175, 39, 104, 17, 52, 342, 3242, -762, 2382
272, 40, 140, -173, 137, 53, 113, 17, 51, 342, 3235, -736, 2400
273, 23, 107, -215, 188, 47, 149, 16, 51, 342, 3232, -723, 2408
274, 36, 79, -283, 219, -3, 19, 16, 51, 343, 3233, -699, 2415
275, 68, 82, -411, 192, 28, 44, 14, 51, 344, 3234, -617, 2435
276, 119, 170, -505, 395, 70, 60, 13, 51, 345, 3234, -576, 2445
277, 77, 257, -520, 399, 50, 93, 12, 51, 345, 3231, -544, 2457
278, 89, 278, -634, 494, 144, 244, 10, 51, 346, 3209, -450, 2503
279, 198, 251, -749, 712, 52, 260, 8, 51, 347, 3202, -395, 2521
280, 314, 310, -875, 801, 255, 417, 7, 51, 348, 3194, -322, 2542
281, 404, 456, -1114, 631, 438, 459, 1, 50, 351, 3148, -63, 2619
282, 444, 435, -1162, 580, 493, 445, 0, 49, 352, 3132, 0, 2638
283, 488, 403, -1228, 312, 594, 451, -3, 48, 353, 3094, 164, 2677
284, 490, 340, -1320, -21, 531, 242, -9, 47, 357, 3015, 448, 2735
285, 780, -274, -1148, 24, 575, 121, -11, 47, 358, 2996, 566, 2734
286, 531, 157, -1265, -191, 596, 244, -14, 46, 359, 2984, 691, 2718
287, 422, 366, -1012, -68, 337, -21, -18, 45, 2, 2915, 920, 2725
288, 363, 393, -1014, -481, 270, -304, -20, 44, 3, 2864, 1017, 2745
