time,attitude_roll,attitude_pitch,attitude_yaw,gravity_x,gravity_y,gravity_z,rotationRate_x,rotationRate_y,rotationRate_z,userAcceleration_x,userAcceleration_y,userAcceleration_z
310, 59, -122, -46, 18, 284, -76, -2, 39, 15, 2588, 138, 3171
311, -48, 3, 36, 20, 226, -43, -2, 39, 15, 2600, 141, 3160
312, -62, 20, 54, -59, 228, -7, -2, 39, 15, 2597, 128, 3164
313, 3, -117, 36, 39, 256, 10, -2, 39, 15, 2606, 122, 3157
314, -48, -15, 46, -14, 200, -44, -2, 39, 14, 2611, 113, 3153
315, -20, 12, 47, 55, 312, -17, -1, 39, 14, 2612, 110, 3152
316, -19, 9, 59, -102, 274, 14, -1, 39, 14, 2609, 101, 3155
317, -12, -66, 27, 29, 297, -51, -1, 39, 14, 2618, 98, 3148
318, -31, -84, 17, -13, 234, -31, -1, 40, 14, 2626, 95, 3141
319, -23, -111, -1, 9, 206, -82, -1, 40, 14, 2640, 96, 3129
320, -28, -77, 1, 48, 144, -2, -1, 40, 14, 2654, 94, 3117
321, 12, -190, -22, 29, 217, -104, -1, 40, 14, 2680, 98, 3095
322, -84, 2, 14, 61, 241, -63, -1, 41, 14, 2691, 99, 3085
323, -40, 44, 52, -1, 278, 9, -1, 41, 14, 2688, 89, 3088
324, 10, 5, 37, -88, 226, -5, -1, 40, 14, 2680, 81, 3095
325, 44, -2, 50, 38, 275, -31, -1, 41, 14, 2685, 88, 3091
326, 0, 0, 0, 0, 0, 0, -1, 41, 14, 2684, 94, 3091
327, 10, -2, 3, 2, 250, -91, 0, 0, 0, 0, 0, 0
